StudentId;ResourceId
406;Brainstorming
406;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
427;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
406;Quiz zu Brainstorming
427;Brainstorming
427;Quiz zu Brainstorming
363;Brainstorming
400;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
400;Quiz zu Brainstorming
