StudentId;ResourceId
407;Brainstorming
407;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
395;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
435;Brainstorming
435;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
435;Cognitive Stimulation Interference_Stroebe & Nijstad (2004)
395;Quiz zu Brainstorming
