StudentId;ResourceId
452;Brainstorming
452;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
408;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
419;Quiz zu Brainstorming
404;Brainstorming
452;Quiz zu Brainstorming
