StudentId;ResourceId
411;Brainstorming
399;Brainstorming
399;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
411;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
431;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
