StudentId;ResourceId
477;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
356;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
384;Brainstorming
377;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
356;Quiz zu Brainstorming
