StudentId;ResourceId
426;Brainstorming
426;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
450;Brainstorming
459;Brainstorming
459;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
