StudentId;ResourceId
417;Brainstorming
417;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
443;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
437;Brainstorming
437;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
437;Cognitive Stimulation Interference_Stroebe & Nijstad (2004)
429;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
429;Quiz zu Brainstorming
437;Quiz zu Brainstorming
