StudentId;ResourceId
478;Brainstorming
478;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
478;Cognitive Stimulation Interference_Stroebe & Nijstad (2004)
501;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
501;Cognitive Stimulation Interference_Stroebe & Nijstad (2004)
501;Brainstorming
501;Quiz zu Brainstorming
466;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
466;Quiz zu Brainstorming
