StudentId;ResourceId
434;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
438;Brainstorming
438;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
480;Brainstorming
480;Warum Brainstorming Gruppenkreativität Vermindert_Stroebe & Nijstad (2004)
438;Cognitive Stimulation Interference_Stroebe & Nijstad (2004)
434;Quiz zu Brainstorming
